0.0,24929,347700
0.0001,24164,347700
0.0004,24164,347700
0.0009,24164,347700
0.0016,24164,347700
0.0025,24164,347700
0.0036,24164,347700
0.0049,24160,347697
0.0064,24160,347697
0.0081,24160,347697
0.01,24160,347697
0.0121,24147,347697
0.0144,24147,347697
0.0169,24147,347697
0.0196,24147,347697
0.0225,24137,347697
0.0256,24137,347697
0.0289,24130,347697
0.0324,24123,347694
0.0361,24123,347694
0.04,24029,347679
0.0441,24029,347679
0.0484,24024,347673
0.0529,24024,347673
0.0576,24019,347670
0.0625,24019,347670
0.0676,24009,347652
0.0729,24005,347646
0.0784,23974,347511
0.0841,23958,347463
0.09,23856,347160
0.0961,23760,346515
0.1024,23678,345762
0.1089,23444,344013
0.1156,23129,341127
0.1225,22733,335925
0.1296,22230,331050
0.1369,21382,319155
0.1444,20859,313740
0.1521,19698,300819
0.16,17483,263427
0.1681,16115,245112
0.1764,14556,222552
0.1849,13203,204312
0.1936,11638,178287
0.2025,9546,129060
0.2116,7793,100536
0.2209,5919,68043
0.2304,4279,41832
0.2401,2119,13041
0.25,1114,4053
0.2601,531,993
0.2704,212,225
0.2809,147,165
0.2916,66,27
0.3025,15,0
0.3136,8,0
0.3249,4,0
0.3364,4,0
0.3481,0,0
0.36,0,0
0.3721,0,0
0.3844,0,0
0.3969,0,0
0.4096,0,0
0.4225,0,0
0.4356,0,0
0.4489,0,0
0.4624,0,0
0.4761,0,0
0.49,0,0
0.5041,0,0
0.5184,0,0
0.5329,0,0
0.5476,0,0
0.5625,0,0
0.5776,0,0
0.5929,0,0
0.6084,0,0
0.6241,0,0
0.64,0,0
0.6561,0,0
0.6724,0,0
0.6889,0,0
0.7056,0,0
0.7225,0,0
0.7396,0,0
0.7569,0,0
0.7744,0,0
0.7921,0,0
0.81,0,0
0.8281,0,0
0.8464,0,0
0.8649,0,0
0.8836,0,0
0.9025,0,0
0.9216,0,0
0.9409,0,0
0.9604,0,0
0.9801,0,0
1.0,0,0
