0.0,24929,347700
0.0001,24160,347697
0.0004,24146,347697
0.0009,24036,347682
0.0016,24018,347661
0.0025,23970,347595
0.0036,23923,347547
0.0049,23816,347394
0.0064,23672,347211
0.0081,23587,347058
0.01,23490,346839
0.0121,23405,346698
0.0144,23209,346026
0.0169,23094,345537
0.0196,22900,344637
0.0225,22725,343719
0.0256,22421,341925
0.0289,22110,339981
0.0324,21885,338097
0.0361,21498,334887
0.04,21180,332565
0.0441,20557,327603
0.0484,19932,321612
0.0529,19379,316566
0.0576,18805,311223
0.0625,18272,306159
0.0676,17710,299463
0.0729,17009,292233
0.0784,16329,283890
0.0841,15709,276447
0.09,14988,267570
0.0961,14288,259230
0.1024,13484,247455
0.1089,12999,241971
0.1156,12350,233250
0.1225,12088,230019
0.1296,11621,224022
0.1369,11018,215013
0.1444,10260,203325
0.1521,9695,195372
0.16,9038,185616
0.1681,8479,175983
0.1764,7971,166740
0.1849,7538,158595
0.1936,7176,152211
0.2025,6766,145779
0.2116,6446,140022
0.2209,6207,135156
0.2304,5524,121767
0.2401,5073,113628
0.25,4673,105270
0.2601,4306,96870
0.2704,4096,92307
0.2809,3781,84915
0.2916,3259,72270
0.3025,2910,64638
0.3136,2556,56844
0.3249,2455,54342
0.3364,2080,44787
0.3481,1816,38211
0.36,1587,32187
0.3721,1587,32187
0.3844,1470,29934
0.3969,1317,26031
0.4096,1178,23625
0.4225,1139,22815
0.4356,950,17955
0.4489,786,14187
0.4624,735,12708
0.4761,735,12708
0.49,666,11316
0.5041,625,10359
0.5184,395,5280
0.5329,249,2652
0.5476,174,1587
0.5625,148,1212
0.5776,106,714
0.5929,52,192
0.6084,52,192
0.6241,52,192
0.64,52,192
0.6561,52,192
0.6724,38,102
0.6889,23,54
0.7056,23,54
0.7225,23,54
0.7396,9,9
0.7569,9,9
0.7744,9,9
0.7921,5,3
0.81,5,3
0.8281,5,3
0.8464,5,3
0.8649,0,0
0.8836,0,0
0.9025,0,0
0.9216,0,0
0.9409,0,0
0.9604,0,0
0.9801,0,0
1.0,0,0
