0.0,2,0
0.0001,2,0
0.0004,2,0
0.0009,2,0
0.0016,2,0
0.0025,2,0
0.0036,2,0
0.0049,2,0
0.0064,2,0
0.0081,2,0
0.01,2,0
0.0121,2,0
0.0144,2,0
0.0169,2,0
0.0196,2,0
0.0225,2,0
0.0256,7,0
0.0289,7,0
0.0324,7,0
0.0361,7,0
0.04,7,0
0.0441,7,0
0.0484,7,0
0.0529,7,0
0.0576,7,0
0.0625,10,0
0.0676,11,0
0.0729,19,0
0.0784,25,0
0.0841,37,9
0.09,72,15
0.0961,135,78
0.1024,238,333
0.1089,383,960
0.1156,553,1290
0.1225,969,3375
0.1296,1460,5196
0.1369,1824,6798
0.1444,2494,10725
0.1521,3098,14760
0.16,4017,20835
0.1681,5122,26934
0.1764,6356,35733
0.1849,8133,50586
0.1936,10360,75888
0.2025,13583,122391
0.2116,16285,175602
0.2209,18775,235845
0.2304,20138,264765
0.2401,21045,281691
0.25,22395,312000
0.2601,23059,323109
0.2704,23276,325920
0.2809,23785,333462
0.2916,24084,339306
0.3025,24374,343917
0.3136,24452,344544
0.3249,24573,345957
0.3364,24629,346263
0.3481,24638,346293
0.36,24701,346812
0.3721,24723,346875
0.3844,24793,347385
0.3969,24823,347409
0.4096,24824,347409
0.4225,24824,347409
0.4356,24845,347466
0.4489,24845,347466
0.4624,24845,347466
0.4761,24869,347511
0.49,24883,347592
0.5041,24883,347592
0.5184,24895,347607
0.5329,24895,347607
0.5476,24895,347607
0.5625,24909,347676
0.5776,24912,347679
0.5929,24912,347679
0.6084,24912,347679
0.6241,24914,347679
0.64,24914,347679
0.6561,24914,347679
0.6724,24914,347679
0.6889,24914,347679
0.7056,24914,347679
0.7225,24914,347679
0.7396,24914,347679
0.7569,24914,347679
0.7744,24914,347679
0.7921,24914,347679
0.81,24914,347679
0.8281,24914,347679
0.8464,24914,347679
0.8649,24914,347679
0.8836,24914,347679
0.9025,24914,347679
0.9216,24914,347679
0.9409,24914,347679
0.9604,24914,347679
0.9801,24914,347679
1.0,24929,347700
